Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL3981418,,None,472.01,0,4.17,432,Cl.[2H]C([2H])([2H])Oc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1,IC50,'=',6.026,nM,8.22,,,UO_0000065,19,0.35,4.05,9.32,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,8.22
CHEMBL3918739,,None,482.99,0,4.79,435,COc1cc(F)cc(N(CCCN2CCCC2)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1.Cl,IC50,'=',7.079,nM,8.15,,,UO_0000065,18.25,0.34,3.36,11.61,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,8.15
CHEMBL3966305,,None,525.05,0,4.03,436,COc1cc(OC)cc(N(CCN)c2ccc3ncc(-c4cnn(CC5CCOCC5)c4)nc3c2)c1.Cl,IC50,'=',6.457,nM,8.19,,,UO_0000065,16.76,0.31,4.16,8.15,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,8.19
CHEMBL3916975,,None,460.58,0,4.53,442,CCN(CC)CCN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(C)c3)nc2c1,IC50,'=',10.47,nM,7.98,,,UO_0000065,17.33,0.32,3.45,11.64,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.98
CHEMBL3924422,,None,629.15,2,5.81,459,COc1cc(OC)cc(N(CCCN2CCC(F)(F)C2)c2ccc3ncc(-c4cnn(CC5CCOCC5)c4)nc3c2)c1.Cl,IC50,'=',28.84,nM,7.54,,,UO_0000065,12.72,0.24,1.73,9.7,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.54
CHEMBL3912310,,None,473.58,0,3.53,485,CNC(=O)c1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',50.12,nM,7.3,,,UO_0000065,15.41,0.28,3.77,7.51,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.3
CHEMBL3928393,,None,441.5,0,4.11,99,COc1cc(OC)cc(N(Cc2ncc[nH]2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',1.622,nM,8.79,,,UO_0000065,19.91,0.36,4.68,9.35,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,8.79
CHEMBL3907047,,None,516.52,1,3.7,139,COc1cc(OC)cc(N(CC(O)CNCC(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',13.49,nM,7.87,,,UO_0000065,15.24,0.29,4.17,8.07,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.87
CHEMBL3905866,,None,468.51,0,4.04,513,COc1cc(OC)cc(N(CCNCC(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',6.761,nM,8.17,,,UO_0000065,17.44,0.33,4.13,10.57,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,8.17
CHEMBL3934487,,None,486.58,0,3.52,102,COc1cc(OC)cc(N(CCN2CC3(COC3)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',16.6,nM,7.78,,,UO_0000065,15.99,0.3,4.26,10,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.78
CHEMBL3983529,,None,517.63,1,2.8,528,COc1cc(OC)cc(N(CCN2CCN(CCO)CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',28.84,nM,7.54,,,UO_0000065,14.57,0.27,4.74,8.19,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.54
CHEMBL3925610,,None,550.66,2,5.09,10,COc1cc(OC)cc(N(CC2CN(Cc3ccccc3)CCO2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',10.96,nM,7.96,,,UO_0000065,14.46,0.27,2.87,10.24,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.96
CHEMBL3941174,,None,460.54,0,4.67,536,COc1cc(OC)cc(N(C/C(=N/O)C(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',173.78,nM,6.76,,,UO_0000065,14.68,0.27,2.09,6.91,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6.76
CHEMBL3969112,,None,558.73,2,5.71,603,COc1cc(OC)cc(N(CCN2CCC(C(C)(C)O)CC2)c2ccc3ncc(-c4cnn(C(C)C)c4)nc3c2)c1,IC50,'=',25.12,nM,7.6,,,UO_0000065,13.6,0.25,1.89,8.56,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.6
CHEMBL3907642,,None,486.96,1,5.43,542,COc1cc(OC)cc(N(Cc2ccc(Cl)nc2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',5.754,nM,8.24,,,UO_0000065,16.92,0.32,2.81,10.54,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,8.24
CHEMBL3922607,,None,418.5,0,3.53,611,COc1cc(OC)cc(N(c2ccc3ncc(-c4cnn(C)c4)nc3c2)[C@@H](C)CN)c1,IC50,'=',14.79,nM,7.83,,,UO_0000065,18.71,0.34,4.3,8.57,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.83
CHEMBL3945277,,None,497.04,0,4.57,699,COc1cc(OC)cc(N(CC(C)NC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,IC50,'=',16.6,nM,7.78,,,UO_0000065,16.89,0.31,3.21,10.06,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.78
CHEMBL3959260,,None,500.53,1,4.73,702,COc1cc(OC)cc(N(CC(C)NCC(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',32.36,nM,7.49,,,UO_0000065,14.96,0.28,2.76,9.69,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.49
CHEMBL3950156,,None,486.5,0,4.34,704,COc1cc(OC)cc(N(CCNCC(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',13.18,nM,7.88,,,UO_0000065,16.2,0.31,3.54,10.19,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.88
CHEMBL3952866,,None,486.5,0,4.72,15,COc1cc(OC)cc(N(CCCNCC(F)(F)F)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1,IC50,'=',38.9,nM,7.41,,,UO_0000065,15.23,0.29,2.69,8.4,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.41
CHEMBL3900551,,None,542.94,1,5,734,COc1cc(N(CCCNCC(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)cc(F)c1F.Cl,IC50,'=',707.95,nM,6.15,,,UO_0000065,12.14,0.23,1.15,9.03,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6.15
CHEMBL3977708,,None,482.57,0,4.69,740,COc1cc(OC)cc(N(CC#Cc2nccs2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',28.84,nM,7.54,,,UO_0000065,15.62,0.29,2.85,9.64,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.54
CHEMBL3945658,,None,501.55,1,4.5,752,COc1cc(OC)cc(N(CC#Cc2ccnc(C#N)c2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',371.54,nM,6.43,,,UO_0000065,12.82,0.23,1.93,6.31,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6.43
CHEMBL3932022,,None,476.58,0,3.68,770,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4CO)nc3c2)c1,IC50,'=',20.42,nM,7.69,,,UO_0000065,16.14,0.3,4.01,7.88,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.69
CHEMBL3902961,,None,491.56,0,4.21,771,COc1cc(OC)cc(N(CC#Cc2cc(N)ccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',4.677,nM,8.33,,,UO_0000065,16.95,0.31,4.12,7.99,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,8.33
CHEMBL3983694,,None,490.57,0,4.94,634,COc1cc(OC)cc(N(CC#Cc2cc(C)ccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',27.54,nM,7.56,,,UO_0000065,15.41,0.28,2.62,9.67,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.56
CHEMBL3920274,,None,582.71,2,5.84,790,COc1cc(OC)cc(N(CC#CC2CCN(C(=O)OC(C)(C)C)CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6
CHEMBL3924891,,None,508.58,2,5.3,807,COc1cc(OC)cc(N(C/C=C/c2ncccc2OC)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',194.98,nM,6.71,,,UO_0000065,13.19,0.24,1.41,7.68,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6.71
CHEMBL3954396,,None,482.54,0,4.46,687,COc1cc(OC)c(F)c(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1F,IC50,'=',11.22,nM,7.95,,,UO_0000065,16.48,0.31,3.49,10.28,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.95
CHEMBL3899891,,None,474.57,0,4.1,900,COc1cc(OC)cc(N(c2ccc3ncc(-c4cnn(C)c4)nc3c2)C(C)C(=O)NC(C)C)c1,IC50,'=',218.78,nM,6.66,,,UO_0000065,14.03,0.26,2.56,7.06,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6.66
CHEMBL3922592,,None,537.58,2,4.04,913,COc1cc(OC)cc(N(CC#Cc2cc(OC)nc(OC)n2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6
CHEMBL3985007,,None,688.74,1,4.95,914,COc1cc(OC)cc(N(CC#CC2(O)CCN(C(=O)OC(C)(C)C)CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.O=C(O)C(=O)O,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6
CHEMBL3896720,,None,454.53,0,4.69,923,COc1cc(OC)cc(N(CCn2cccc2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',87.1,nM,7.06,,,UO_0000065,15.53,0.28,2.37,10.05,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.06
CHEMBL3982303,,None,533.67,2,5.24,926,COc1cc(OC)cc(N(CC(OCC(O)C(C)C)C(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6
CHEMBL4282220,,None,285.31,0,1.91,7e,Cc1cc(NC(=O)N2CCCc3ccc(C=O)nc32)n[nH]1,IC50,'=',790,nM,6.1,,,UO_0000065,21.39,0.4,4.19,6.71,0,CHEMBL4255755,Inhibition of FGFR4 (388 to 802 residues) (unknown origin) using 5-Fluo-Ahx-KKKKEEIYFFFG-NH2 as substrate after 60 mins by microfluidic mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4251697,1,Scientific Literature,ACS Med Chem Lett,2018,None,,,,790
CHEMBL5207111,,None,432.51,0,4.61,16,C=CC(=O)Nc1ccccc1Nc1ccc2c([S+]([O-])c3cccc(OC)c3)c[nH]c2n1,IC50,'=',7800,nM,5.11,,,UO_0000065,11.81,0.23,0.5,5,0,CHEMBL5167092,Inhibition of N-terminal GST tagged FGFR4 (unknown origin) expressed in baculovirus infected sf21 insect cells incubated for 2 hrs by HTRF analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5154909,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,7800
CHEMBL4788132,,None,442.48,0,4.68,18,C=CC(=O)Nc1ccccc1Nc1ccc2c(C(=O)c3cc(OC)cc(OC)c3)c[nH]c2n1,IC50,'=',54,nM,7.27,,,UO_0000065,16.42,0.3,2.59,6.9,0,CHEMBL5167092,Inhibition of N-terminal GST tagged FGFR4 (unknown origin) expressed in baculovirus infected sf21 insect cells incubated for 2 hrs by HTRF analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5154909,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,54
CHEMBL5196143,,None,568.63,1,4.35,29,C=CC(=O)Nc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ccc2c(C(=O)c3cc(OC)cc(OC)c3)c[nH]c2n1,IC50,'=',2,nM,8.7,,,UO_0000065,15.3,0.28,4.35,6.75,0,CHEMBL5167092,Inhibition of N-terminal GST tagged FGFR4 (unknown origin) expressed in baculovirus infected sf21 insect cells incubated for 2 hrs by HTRF analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5154909,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,2
CHEMBL1929238,,None,554.54,2,5.23,27,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,IC50,'>',30000,nM,,,,UO_0000065,,,,,0,CHEMBL1932860,Inhibition of FGFR4,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1926590,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,30
CHEMBL4245507,,None,437.57,0,3.06,28,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4233324,Inhibition of FGFR4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4229420,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,1000
CHEMBL3893950,,None,527.15,None,None,554,COc1cc(OC)cc(N(CCNC[Si](C)(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,IC50,'=',12.88,nM,7.89,,,UO_0000065,16.08,None,None,None,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.89
CHEMBL3911738,,None,565.04,2,5.77,147,COc1cc(OC)cc(N(CCCNCC(F)(F)F)c2ccc3ncc(-c4cnn(C(C)C)c4)nc3c2)c1.Cl,IC50,'=',35.48,nM,7.45,,,UO_0000065,14.09,0.27,1.68,9.63,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,7.45
CHEMBL3956579,,None,502.62,1,4.2,701,COc1cc(OC)cc(N(CC2(CNC(C)C)COC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',114.82,nM,6.94,,,UO_0000065,13.81,0.26,2.74,8.02,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,6.94
CHEMBL3934080,,None,482.54,0,4.43,717,COc1cc(OC)cc(N(CCCNCC(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',8.71,nM,8.06,,,UO_0000065,16.7,0.31,3.63,10.42,0,CHEMBL3880340,Inhibition of human FGFR4 using Btn-Flt3 as substrate after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,None,,,,8.06
