Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4792063,,None,335.46,0,3.91,139,CC(C)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,IC50,'>=',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,,,5
CHEMBL4781205,,None,346.8,0,2.98,155,Fc1cccc2c(-c3nc(N[C@H]4CCCNC4)ncc3Cl)n[nH]c12,IC50,'=',200,nM,6.7,,,UO_0000065,19.32,0.38,3.72,8.53,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4794715,,None,376.39,0,3.29,158,FC(F)(F)Cc1cnc(N[C@H]2CCCNC2)nc1-c1n[nH]c2ccccc12,IC50,'=',200,nM,6.7,,,UO_0000065,17.8,0.34,3.41,8.53,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4783682,,None,395.82,0,4.46,160,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2ccc(Cl)cc12,IC50,'=',200,nM,6.7,,,UO_0000065,16.92,0.34,2.24,10.21,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4791262,,None,441.46,0,4.21,164,Cn1cc(-c2cccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c23)cn1,IC50,'=',200,nM,6.7,,,UO_0000065,15.17,0.29,2.49,8.03,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4776998,,None,427.43,0,4.2,170,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2c(-c3cn[nH]c3)cccc12,IC50,'=',20,nM,7.7,,,UO_0000065,18.01,0.34,3.5,8.16,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,20
CHEMBL4797765,,None,418.42,0,3.17,173,CNC(=O)c1cccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c12,IC50,'=',200,nM,6.7,,,UO_0000065,16.01,0.3,3.53,7.07,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4781491,,None,441.46,0,4.51,175,Cc1[nH]ncc1-c1cccc2c(-c3nc(N[C@@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c12,IC50,'=',200,nM,6.7,,,UO_0000065,15.17,0.29,2.19,7.1,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4797720,,None,418.42,0,3.17,186,CNC(=O)c1ccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c2c1,IC50,'=',200,nM,6.7,,,UO_0000065,16.01,0.3,3.53,7.07,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4796907,,None,497.46,0,4.7,187,CCOP(=O)(OCC)c1ccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c2c1,IC50,'=',200,nM,6.7,,,UO_0000065,13.47,0.27,2,6.62,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4786938,,None,317.4,0,2.77,194,C#Cc1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,IC50,'=',200,nM,6.7,,,UO_0000065,21.11,0.38,3.93,10.21,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4790463,,None,341.85,0,3.69,201,C[C@H]1CNC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,IC50,'=',20,nM,7.7,,,UO_0000065,22.52,0.44,4.01,11.73,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,20
CHEMBL4786555,,None,389.43,0,4.44,243,CC1(C)CNC[C@@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4ccccc34)n2)C1,IC50,'=',20,nM,7.7,,,UO_0000065,19.77,0.38,3.26,11.73,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,20
CHEMBL4781415,,None,478.48,0,4.24,268,FC(F)(F)c1cnc(N[C@H]2CNC[C@@H](c3nnc4ccccn34)C2)nc1-c1c[nH]c2ccccc12,IC50,'=',200,nM,6.7,,,UO_0000065,14,0.26,2.46,6.99,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4792958,,None,463.51,1,5.98,317,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2cc(/C=C/c3ccccc3)ccc12,IC50,'=',200,nM,6.7,,,UO_0000065,14.45,0.27,0.72,10.21,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4796485,,None,495.57,0,4.58,369,CCN1C[C@@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4cc(S(C)(=O)=O)ccc34)n2)CC(C)(C)C1,IC50,'>=',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,,,5
CHEMBL4792063,,None,335.46,0,3.91,139,CC(C)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,IC50,'>=',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,,,5
CHEMBL4786938,,None,317.4,0,2.77,194,C#Cc1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,IC50,'=',200,nM,6.7,,,UO_0000065,21.11,0.38,3.93,10.21,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,INHIBITOR,,0.2
CHEMBL4800231,,None,465.48,0,4.68,225,Cn1cc(-c2ccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c3c2)cc1C#N,IC50,'=',200,nM,6.7,,,UO_0000065,14.39,0.27,2.02,7.1,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,INHIBITOR,,0.2
CHEMBL4795900,,None,442.45,0,3.9,235,Cc1nc(-c2ccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c3c2)n[nH]1,IC50,'=',200,nM,6.7,,,UO_0000065,15.14,0.29,2.8,6.25,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,INHIBITOR,,0.2
CHEMBL4776523,,None,418.42,0,2.78,255,CNC(=O)[C@H]1CNC[C@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4ccccc34)n2)C1,IC50,'=',200,nM,6.7,,,UO_0000065,16.01,0.3,3.92,7.07,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,INHIBITOR,,0.2
CHEMBL4783495,,None,364.48,0,3.38,272,CSc1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2cc(C#N)ccc12,IC50,'=',200,nM,6.7,,,UO_0000065,18.38,0.35,3.32,7.49,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,INHIBITOR,,0.2
CHEMBL4787197,,None,488.52,1,6.02,325,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2cc(-c3ccc4ccncc4c3)ccc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,,,
CHEMBL4800535,,None,345.81,0,3.58,109,Fc1ccc2[nH]cc(-c3nc(N[C@H]4CCCNC4)ncc3Cl)c2c1,IC50,'=',200,nM,6.7,,,UO_0000065,19.37,0.38,3.12,10.21,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,INHIBITOR,,0.2
CHEMBL1234833,,None,385.47,0,1.59,4k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5088480,,None,434.48,0,3.32,1,OCc1ccn(-c2ccc(Nc3cc4nc(OC5CCNCC5)ccc4cn3)c(F)c2)n1,IC50,'=',1966,nM,5.71,,,UO_0000065,13.13,0.24,2.39,5.88,0,CHEMBL5048667,Inhibition of full length N-terminal GST fused human CDK9(1 to 372 residues)/ His- tagged CyclinT1 (1 to 726 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition and further incubated for 90 mins by EZ reader method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5046275,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,1966
CHEMBL4753350,,None,505.64,2,5.44,MFH-3-110-1,C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(/C=C/c4ncc(C(C)(C)C)o4)s3)C2)cc1,IC50,'=',15.1,nM,7.82,,,UO_0000065,15.47,0.3,2.38,7.79,0,CHEMBL4739785,Inhibition of CDK9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4739712,38,SureChEMBL Patent Bioactivity Data,,2020,None,,INHIBITOR,,15.1
CHEMBL4797288,,None,480.62,0,4.07,MFH-4-10-1,C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4cncnc4)s3)C2)cc1,IC50,'=',7280,nM,5.14,,,UO_0000065,10.69,0.21,1.07,5.13,0,CHEMBL4739785,Inhibition of CDK9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4739712,38,SureChEMBL Patent Bioactivity Data,,2020,None,,INHIBITOR,,7280
CHEMBL5206282,,None,427.96,0,4.11,ZNL-04-155,CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4ccccc4Cl)s3)cc2)CC1,IC50,'=',8,nM,8.1,,,UO_0000065,18.92,0.38,3.99,10.87,0,CHEMBL5115862,Inhibition of human recombinant full length His-tagged CDK9/Cyclin T1 expressed in Baculovirus expression system by Adapta assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5113411,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,8
CHEMBL5188373,,None,701.6,3,5.61,8j,COCC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,IC50,'=',4085,nM,5.39,,,UO_0000065,7.68,0.16,-0.22,4.89,0,CHEMBL5117961,Inhibition of CDK9/Cyclin T1 (unknown origin),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5113487,1,Scientific Literature,Bioorg Med Chem,2022,None,,INHIBITOR,,4085
CHEMBL5083159,,None,336.42,0,3.58,31,Cc1nc(NCc2ccsc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5034572,Inhibition of CDK9 (unknown origin) by TR FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5034005,1,Scientific Literature,J Med Chem,2021,None,,,,10
CHEMBL3263774,,None,426.46,1,5.87,10,CCOP(=O)(CC)Nc1cc(Nc2cc(-c3ccccc3OC)ncn2)ccc1C,IC50,'=',1450,nM,5.84,,,UO_0000065,13.69,0.27,-0.03,6.84,0,CHEMBL3267548,Inhibition of CDK9/CycT1 (unknown origin) using TAMRA-Rbtide and ATP as substrate after 1 hr,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL3259517,1,Scientific Literature,J Med Chem,2014,None,,,,1450
CHEMBL4874407,,None,827.9,2,4.13,B02,COc1cc(F)ccc1-c1ncnc(Nc2cccc(CS(C)(=O)=NC(=O)CCCCCC(=O)NCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c2)n1,IC50,'=',14.39,nM,7.84,,,UO_0000065,9.47,0.18,3.71,3.39,0,CHEMBL4819906,Inhibition of CDK9/cyclin T (unknown origin) using YSPTSPSYSPTSPSYSPTSPKKK or histone H1 as substrate incubated for 2 hrs in presence of [gamma-33P]ATP by radioactive filter binding assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4819004,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR,,14.39
CHEMBL4791093,,None,457.5,0,4.74,198,OC1CC=C(c2cccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c23)CC1,IC50,'=',200,nM,6.7,,,UO_0000065,14.64,0.28,1.96,7.8,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4797513,,None,459.52,0,4.83,207,O[C@H]1CC[C@@H](c2cccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c32)CC1,IC50,'=',200,nM,6.7,,,UO_0000065,14.58,0.28,1.87,7.8,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4782979,,None,427.43,0,3.99,248,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2cc(-n3ccnc3)ccc12,IC50,'=',200,nM,6.7,,,UO_0000065,15.67,0.3,2.71,8.03,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL4800436,,None,467.52,0,3.94,298,CCN1CCC[C@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4cc(S(C)(=O)=O)ccc34)n2)C1,IC50,'=',200,nM,6.7,,,UO_0000065,14.33,0.29,2.76,7.36,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL5188358,,None,528.62,1,3.79,26f,CCN1C(=O)COc2c(CN3CCOCC3)cc(Nc3nccc(-c4ccc5nnn(C(C)C)c5c4)n3)cc21,IC50,'=',13,nM,7.89,,,UO_0000065,14.92,0.28,4.1,7.13,0,CHEMBL5139311,Inhibition of CDK9/Cyclin T1 (unknown origin) preincubated for 10 mins followed by ATP and CTD3 addition and measured after 30 mins by mobility shift assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5137023,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,,13
CHEMBL5203771,,None,527,1,4.87,26i,CCN1C(=O)COc2c(CN3CCOCC3)cc(Nc3cc(-c4ccc(F)cc4OC)c(Cl)cn3)cc21,IC50,'=',80,nM,7.1,,,UO_0000065,13.47,0.26,2.23,9.32,0,CHEMBL5139311,Inhibition of CDK9/Cyclin T1 (unknown origin) preincubated for 10 mins followed by ATP and CTD3 addition and measured after 30 mins by mobility shift assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5137023,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,,80
CHEMBL5174423,,None,509.56,1,4.91,32e,CCN1C(=O)COc2c(CN3CCCCC3)cc(Nc3ncc(F)c(-c4ccc(F)cc4OC)n3)cc21,IC50,'=',2.7,nM,8.57,,,UO_0000065,16.82,0.32,3.66,10.73,0,CHEMBL5139311,Inhibition of CDK9/Cyclin T1 (unknown origin) preincubated for 10 mins followed by ATP and CTD3 addition and measured after 30 mins by mobility shift assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5137023,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,,2.7
CHEMBL4648005,,None,511.72,2,6.68,1f,C=CC(=O)Nc1ccc(NC2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,IC50,'=',30.9,nM,7.51,,,UO_0000065,14.68,0.29,0.83,8.16,0,CHEMBL4612764,Inhibition of recombinant human full-length His-tagged CDK9/Cyclin T1 expressed in baculovirus infection system using Cdk7/9tide as substrate measured after 1 hr in presence of Alexa Fluor 647 ADP Tracer-based Adapta assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4610118,1,Scientific Literature,J Med Chem,2020,None,,,,30.9
